url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,Type
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1467011973.aspx,"Syed A Abedi, Manager – Npi #1467011973non-emergency Medical Transport (Van)","Profile for SYED A ABEDI in VICTORVILLE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11106 Baldy Mesa Rd Victorville, Ca 92392-1840",Victorville,CA,818-863-0786,-,-,"so-Syed A Abedi, Manager – Npi #1467011973non-emergency Medical Transport (Van)-Active",6/8/19,6/8/19,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1740725969.aspx,Abem Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","15000 7th St Ste F208 Victorville, Ca 92395",Victorville,CA,760-265-5545,-,Abem Transportation Inc,Kirubel Mamo - (manager),12/23/16,12/23/16,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1871667634.aspx,Gagik Abgaryannon-emergency Medical Transport (Van),"Profile for GAGIK ABGARYAN in FAIR OAKS, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7745 Doneva Ave Fair Oaks, Ca 95628-7313",Oaks,CA,916-961-5836,-,-,so-Gagik Abgaryannon-emergency Medical Transport (Van)-Active,11/20/06,11/20/06,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1023312048.aspx,"Able 24/7 Tranportation

						Lbn  Yaway Dba Able 24/7 Tranportation","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","829 Webster St 508 Hayward, Ca 94544-4271",Hayward,CA,510-613-5783,-,Yaway Dba Able 24/7 Tranportation,Myisha Cartwrightgrant - (ceo),1/5/11,1/5/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1700164761.aspx,"Able 24/7 Transportation

						Lbn  Yaway Inc Dba Able 24/7 Transportation","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1714 Franklin St # 100-191 Oakland, Ca 94612-3488",Oakland,CA,800-581-0586,-,Yaway Inc Dba Able 24/7 Transportation,Myisha Cartwright-grant - (ceo/owner),7/25/11,7/25/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1538787387.aspx,Able Care Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7415 Mcclellan Ct Fontana, Ca 92336-5434",Fontana,CA,909-549-3815,-,Able Care Transportation,Carl Requintina - (owner),7/8/20,7/8/20,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1932572492.aspx,Elena Abnousinon-emergency Medical Transport (Van),"Profile for ELENA ABNOUSI in SUN VALLEY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","10109 Colwell Dr Sun Valley, Ca 91352-4268",Valley,CA,818-984-3067,-,-,so-Elena Abnousinon-emergency Medical Transport (Van)-Active,11/5/15,11/5/15,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1457800930.aspx,Absolute Non Emergency Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","801 Boulder Ave Lathrop, Ca 95330-9207",Lathrop,CA,209-624-0252,-,Absolute Non Emergency Transport,Fredrick Martinez - (manager),9/26/16,9/26/16,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1710341854.aspx,"Abu Ganti Transportation Services

						Lbn  Agts Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","10907 Gerana St Unit C San Diego, Ca 92129-1749",Diego,CA,858-240-0600,-,Agts Inc.,Aghyad Zrik - (owner),4/5/16,4/5/16,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1023570710.aspx,Abundant Life Solution,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4339 Mcroberts Dr Mather, Ca 95655-3026",Mather,CA,916-888-0088,-,Abundant Life Solution,Vahan Hakobyan - (owner),4/2/19,4/2/19,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1710196316.aspx,Access 2 Care,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2248 Tigereye Pl Carlsbad, Ca 92009-1707",Carlsbad,CA,619-861-6728,-,Access 2 Care,Jordan Padilla - (owner & Vice President),5/21/07,5/21/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1528243458.aspx,Access 2 Care Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3522 Mercer Ln San Diego, Ca 92122-2330",Diego,CA,866-522-8525,-,Access 2 Care Inc,Jordan Padilla - (cfo),1/9/08,1/9/08,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1922539766.aspx,Access In Motion,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","940 El Oro Dr Auburn, Ca 95603-3500",Auburn,CA,916-531-0923,-,Access In Motion,Howard Sacks - (managing Member),3/23/17,3/23/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1720559511.aspx,"Access In Motion

						Lbn  Easy Nemt Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1100 Melody Ln Ste 1031 Roseville, Ca 95678-5203",Roseville,CA,781-888-9158,-,Easy Nemt Inc,Johnappan Arukalil Joseph - (president),12/6/18,12/6/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558690289.aspx,Access Mobility Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9127 Sentinel Ct Stockton, Ca 95212-3211",Stockton,CA,209-981-6412,-,Access Mobility Transport,Melissa Caubat - (general Manager),12/8/09,12/8/09,Org,Nemt
https://npidb.org/organizations/agencies/case-management_251b00000x/1306085576.aspx,"Access Ride Transportation

						Lbn  Access Ride Llc","An organization that is responsible for providing case management services.  The agency provides services which assist an individual in gaining access to needed medical, social, educational, and/or other services.  Case management services may be used to locate, coordinate, and monitor necessary appropriate services.  It may be used to encourage the use of cost-effective medical care by referrals to appropriate providers and to discourage over utilization of costly services.  Case management may also serve to provide necessary coordination of non-medical services such as vocational rehabilitation, education, employment, when the services provided enable the individual to function at the highest level.","6101 Ball Rd Ste 204 Cypress, Ca 90630-3965",Cypress,CA,714-527-3469,-,Access Ride Llc,Rasheed Ali - (manager),2/12/09,2/12/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558505727.aspx,Acclaim Mobility Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9417 Corley Cove Ln Elk Grove, Ca 95624-4801",Grove,CA,916-682-0952,-,Acclaim Mobility Llc,Willie Duckett - (ceo/president),5/1/09,5/1/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508239930.aspx,"Ace Ambulette Transportation, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3294 Cherry Ave Long Beach, Ca 90807-5214",Beach,CA,562-290-8888,-,"Ace Ambulette Transportation, Llc",Julianne Drapeza - (secretary),11/6/15,11/6/15,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1750668554.aspx,"Ace Med Transport

						Lbn  Ace Medical Transportation, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1256 Brooks St Suite H Ontario, Ca 91762-3663",Ontario,CA,909-986-3834,-,"Ace Medical Transportation, Llc",Francisco Leyva - (operations Manager),11/8/11,11/8/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1093070203.aspx,Ace Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","335 W Arbor Vitae St Suite 5 Inglewood, Ca 90301-3767",Inglewood,CA,323-527-5554,-,Ace Medical Transport,Alexis Miller - (co-owner),7/13/12,7/13/12,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1235442898.aspx,"Ace Transport

						Lbn  Roadrunner Express, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2345 Balboa St San Francisco, Ca 94121-2912",Francisco,CA,800-608-1315,-,"Roadrunner Express, Llc",Kherlenchimeg Baasandamba - (owener),7/23/10,7/23/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1912339227.aspx,"Ace Transportation

						Lbn  Ac Enterprises, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4730 W 173rd St G Lawndale, Ca 90260-3120",Lawndale,CA,310-461-9597,-,"Ac Enterprises, Inc",Alicia Nichols - (owner),8/9/13,8/9/13,Org,Nemt
