url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1689175317.aspx,"Antelope Logistics And Transportation

						Lbn  Hm Group Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1114 W Lumber St Lancaster, Ca 93534-3024",Lancaster,CA,661-436-4060,-,Hm Group Inc.,Daniel Morales - (chief Of Operations),02/27/2018,02/27/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1023549128.aspx,Antelope Valley Ride Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1722 Marion Ave Lancaster, Ca 93535-2928",Lancaster,CA,661-886-4496,-,Antelope Valley Ride Inc.,Gulnara Muradyan - (ceo),03/21/2017,03/21/2017,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1043878275.aspx,Sevada Antonyannon-emergency Medical Transport (Van),"Profile for SEVADA ANTONYAN in GLENDALE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1154 Norton Ave Glendale, Ca 91202-2029",Glendale,CA,818-439-0165,-,-,so-Sevada Antonyannon-emergency Medical Transport (Van)-Active,06/03/2019,06/03/2019,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1508255381.aspx,Charles Antwinon-emergency Medical Transport (Van),"Profile for CHARLES ANTWI in SACRAMENTO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7321 Stockton Blvd Sacramento, Ca 95823-2705",Sacramento,CA,916-956-2508,-,-,so-Charles Antwinon-emergency Medical Transport (Van)-Active,01/15/2015,01/15/2015,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1619427275.aspx,Caroline C Anyenehnon-emergency Medical Transport (Van),"Profile for CAROLINE C ANYENEH in HOLLISTER, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3200 Fairview Rd Hollister, Ca 95023-9715",Hollister,CA,831-265-2157,-,-,so-Caroline C Anyenehnon-emergency Medical Transport (Van)-Active,10/07/2016,10/07/2016,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1275890428.aspx,Apa Homecare And Transport Services Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","841 San Bruno Ave W Ste. 11 San Bruno, Ca 94066-3443",Bruno,CA,650-589-2853,-,Apa Homecare And Transport Services Inc,Santhony Yang - (owner),04/12/2012,04/12/2012,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1760856090.aspx,Apex Care Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1325 Howe Ave Suite 111 Sacramento, Ca 95825-3364",Sacramento,CA,916-515-6719,-,Apex Care Transportation Inc,Obiakonwa Ugorji - (president/ceo),11/24/2015,11/24/2015,Org
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1952603482.aspx,"Apollo Ambulance

						Lbn  Care Plust Medical Transport, Llc",-,"6748 Mission St Suite 301 Daly City, Ca 94014-2031",City,CA,310-422-5554,-,"Care Plust Medical Transport, Llc",Austin Hajjar - (president),12/05/2010,12/05/2010,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1982106605.aspx,"Apparo Logisitics

						Lbn  Apparo Logistics Nv Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2700 Cahuenga Blvd E Apt 1207 Los Angeles, Ca 90068-2139",Angeles,CA,310-749-4437,-,Apparo Logistics Nv Llc,Marcus Williams - (president),03/08/2018,03/08/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1326540048.aspx,"Apparo Logistics

						Lbn  Apparo Logistics Az Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2700 Cahuenga Blvd E Apt 1207 Los Angeles, Ca 90068-2139",Angeles,CA,310-749-4437,-,Apparo Logistics Az Llc,Marcus Williams - (president),03/08/2018,03/08/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1700388428.aspx,"Apparo Logistics

						Lbn  Apparo Logistics Ca Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2700 Cahuenga Blvd E Apt 1207 Los Angeles, Ca 90068-2139",Angeles,CA,310-749-4437,-,Apparo Logistics Ca Llc,Marcus Williams - (president),03/08/2018,03/08/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1194227801.aspx,"Apparo Logistics

						Lbn  Apparo Logistics Il Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2700 Cahuenga Blvd E Apt 1207 Los Angeles, Ca 90068-2139",Angeles,CA,310-749-4437,-,Apparo Logistics Il Llc,Marcus Williams - (president),03/08/2018,03/08/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992207617.aspx,"Apparo Logistics

						Lbn  Apparo Logistics Tx Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2700 Cahuenga Blvd E Apt 1207 Los Angeles, Ca 90068-2139",Angeles,CA,310-749-4437,-,Apparo Logistics Tx Llc,Marcus Williams - (president),03/08/2018,03/08/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1902269467.aspx,Aqua Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3344 Canfield Ave #106 Los Angeles, Ca 90034",Angeles,CA,323-830-0088,-,Aqua Transport Llc,Claudine Vernon - (owner),04/01/2016,04/01/2016,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1619260338.aspx,Federico G Aquinonon-emergency Medical Transport (Van),"Profile for FEDERICO G AQUINO in DALY CITY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","333 Gellert Blvd 131 Daly City, Ca 94015-2621",City,CA,650-218-7167,-,-,so-Federico G Aquinonon-emergency Medical Transport (Van)-Active,05/27/2011,05/27/2011,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1750650297.aspx,A&r Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3831 Tavi Ave North Highlands, Ca 95660-5332",Highlands,CA,916-217-4745,-,A&r Transport Llc,Rocio Amaton - (manager),12/28/2011,12/28/2011,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1558822023.aspx,Jahir B Arabnon-emergency Medical Transport (Van),"Profile for JAHIR B ARAB in PANORAMA CITY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14536 Roscoe Blvd Ste 104 Panorama City, Ca 91402-4103",City,CA,213-820-9936,-,-,so-Jahir B Arabnon-emergency Medical Transport (Van)-Active,03/27/2019,03/27/2019,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1306479936.aspx,Aragon Medical Transport Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","33775 Wishing Well Trl # 92234 Cathedral City, Ca 92234",City,CA,760-969-2902,-,Aragon Medical Transport Inc.,Victor Aragon - (owner),02/21/2020,02/21/2020,Org
